clmn1,clmn2,clmn3,clmn4,clmn5,clmn6,clmn7,clmn8,clmn9,clmn10,clmn11,clmn12,clmn13,clmn14,clmn15,clmn16,clmn17,clmn18,clmn19,clmn20,clmn21,clmn22,clmn23,clmn24,lbl,Out_num
9,0,4.591749663,462.5,1,1,587.5,500.0,200.0,3.0,500.0,0.025,1,0,0,0,0,0,1,0,0,0,0,1,True,7.23e-09
4,1,2.284193761,375.0,3,4,337.5,337.5,300.0,3.0,600.0,0.03,0,0,0,1,0,0,1,0,1,0,0,0,False,0.00934519495
1,8,2.536256353,400.0,1,1,587.5,400.0,300.0,3.0,600.0,0.03,1,0,0,0,1,0,0,0,1,0,0,0,True,2.9282499999999997e-09
4,0,2.004232113,525.0,3,1,487.5,500.0,200.0,3.0,400.0,0.05,0,0,0,1,0,1,0,0,1,0,0,0,False,0.0076954392749999
6,2,2.188550433,337.5,6,3,337.5,587.5,200.0,3.0,400.0,0.035,0,0,1,0,0,0,1,0,0,0,1,0,True,0.0006474952
7,4,2.158228839,562.5,4,4,500.0,537.5,300.0,1.0,300.0,0.02,0,1,0,0,0,0,0,1,0,0,1,0,True,1.43825e-12
11,1,3.861801509,425.0,1,1,450.0,375.0,200.0,5.0,700.0,0.01,0,1,0,0,0,0,1,0,0,1,0,0,True,8.5368725e-05
10,13,4.350153304,437.5,2,1,375.0,537.5,200.0,3.0,500.0,0.04,0,0,0,1,0,1,0,0,0,0,0,1,False,0.028282832025
4,8,0.017646686,550.0,2,8,362.5,450.0,300.0,1.0,300.0,0.045,0,0,0,1,0,0,0,1,0,0,0,1,True,0.0003109392
10,12,1.625696032,537.5,3,1,362.5,500.0,200.0,3.0,600.0,0.02,0,1,0,0,0,0,0,1,0,0,1,0,True,1.3695000000000002e-07
5,4,0.399042888,600.0,3,2,325.0,425.0,200.0,2.0,300.0,0.03,0,0,1,0,1,0,0,0,0,1,0,0,True,7.6375e-06
10,4,3.670599085,337.5,2,1,587.5,325.0,300.0,4.0,800.0,0.03,0,0,1,0,0,1,0,0,1,0,0,0,False,0.0139818757
1,4,6.855303084,500.0,1,1,375.0,562.5,300.0,3.0,600.0,0.025,0,0,1,0,0,0,0,1,1,0,0,0,False,0.0241334784
8,2,1.471346549,450.0,4,1,612.5,487.5,300.0,3.0,700.0,0.01,0,1,0,0,1,0,0,0,0,1,0,0,True,7.312500000000001e-07
11,4,2.000932473,512.5,1,2,375.0,437.5,300.0,3.0,600.0,0.045,0,0,1,0,0,0,0,1,0,0,1,0,False,0.00624475475
5,10,3.849397401,387.5,4,1,437.5,450.0,300.0,4.0,900.0,0.025,0,0,1,0,0,1,0,0,1,0,0,0,False,0.0164336598
8,9,0.698772244,450.0,10,1,375.0,587.5,300.0,1.0,300.0,0.03,0,0,0,1,0,1,0,0,0,0,1,0,True,0.000333360625
10,2,1.187193309,412.5,2,1,362.5,537.5,200.0,4.0,700.0,0.025,0,0,0,1,0,0,0,1,0,1,0,0,False,0.0089737146
11,12,1.301008932,412.5,2,2,400.0,537.5,200.0,3.0,600.0,0.005,0,0,0,1,0,0,0,1,0,0,0,1,False,0.010436548375
5,12,3.980093487,462.5,3,2,612.5,562.5,300.0,4.0,900.0,0.045,0,0,0,1,0,1,0,0,1,0,0,0,False,0.0633968088
0,4,3.45895641,312.5,3,3,337.5,625.0,200.0,3.0,400.0,0.03,1,0,0,0,1,0,0,0,0,1,0,0,True,2.9282499999999997e-09
9,12,0.419638892,450.0,1,4,362.5,400.0,200.0,1.0,200.0,0.045,0,0,0,1,0,0,1,0,0,0,0,1,True,3.0875000000000005e-05
5,11,1.042051742,437.5,3,1,350.0,412.5,300.0,4.0,700.0,0.015,0,1,0,0,0,0,1,0,0,1,0,0,True,2.0075e-07
12,1,5.320042432,312.5,5,3,512.5,437.5,300.0,4.0,800.0,0.04,0,1,0,0,0,1,0,0,0,0,1,0,False,0.001413743625
2,4,1.970434789,337.5,8,9,537.5,312.5,200.0,1.0,200.0,0.01,0,0,1,0,0,1,0,0,0,1,0,0,True,1.92725e-06
7,3,2.386251272,437.5,2,2,312.5,487.5,300.0,3.0,600.0,0.035,1,0,0,0,0,0,0,1,0,0,0,1,True,3.604e-09
4,5,1.307483211,612.5,7,1,475.0,500.0,100.0,1.0,100.0,0.03,0,0,0,1,0,1,0,0,0,0,1,0,True,3.445e-08
10,12,1.831033764,375.0,6,7,325.0,512.5,200.0,2.0,400.0,0.035,0,1,0,0,0,0,0,1,0,1,0,0,True,2.18e-10
0,4,3.020042169,350.0,4,2,450.0,550.0,300.0,3.0,500.0,0.03,0,0,1,0,1,0,0,0,0,0,1,0,False,0.0029341247
8,11,1.810261548,325.0,1,1,625.0,512.5,300.0,3.0,600.0,0.005,1,0,0,0,0,0,0,1,1,0,0,0,True,4.1671249999999995e-09
7,0,6.299896222,475.0,4,3,337.5,575.0,300.0,4.0,700.0,0.03,1,0,0,0,1,0,0,0,1,0,0,0,True,2.977e-05
5,10,6.288096487,362.5,2,3,612.5,337.5,300.0,5.0,1100.0,0.025,1,0,0,0,0,0,1,0,0,0,0,1,True,0.0005123475
10,1,11.03519794,375.0,2,1,612.5,412.5,300.0,5.0,1100.0,0.03,0,0,0,1,0,0,0,1,0,0,0,1,False,0.045819031375
6,0,7.491060874,350.0,1,3,575.0,600.0,200.0,4.0,600.0,0.05,1,0,0,0,0,0,1,0,0,0,0,1,True,0.0001405738749999
12,7,1.692208468,525.0,1,3,600.0,325.0,300.0,3.0,800.0,0.035,0,1,0,0,0,1,0,0,0,1,0,0,True,6.640000000000001e-06
11,13,2.882051548,400.0,3,3,587.5,400.0,200.0,3.0,600.0,0.045,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0242956447499999
7,8,1.570439619,387.5,3,1,375.0,600.0,400.0,3.0,1000.0,0.015,0,1,0,0,0,0,0,1,0,0,0,1,True,2.45e-05
5,3,0.614554325,462.5,4,1,350.0,612.5,200.0,3.0,400.0,0.04,0,0,1,0,0,0,1,0,0,0,1,0,True,0.0001923117
1,11,6.427788045,462.5,3,1,600.0,325.0,200.0,5.0,700.0,0.015,1,0,0,0,1,0,0,0,0,0,1,0,True,2.80425e-05
9,7,2.124442241,312.5,2,4,500.0,387.5,300.0,3.0,800.0,0.01,0,0,0,1,0,0,0,1,1,0,0,0,False,0.01564110145
2,6,3.80668165,525.0,5,7,362.5,562.5,300.0,3.0,500.0,0.05,0,1,0,0,1,0,0,0,0,0,0,1,True,8.99e-06
13,0,1.692269464,362.5,4,9,337.5,575.0,200.0,2.0,300.0,0.005,0,0,1,0,1,0,0,0,0,1,0,0,True,6.596961250000001e-05
2,11,3.242030122,537.5,4,2,625.0,412.5,200.0,5.0,900.0,0.005,0,0,1,0,1,0,0,0,0,0,1,0,False,0.0213765811875
4,11,2.274844048,487.5,2,3,512.5,387.5,300.0,4.0,1000.0,0.05,0,1,0,0,1,0,0,0,0,0,1,0,True,0.000211139575
0,2,1.728910023,512.5,10,4,475.0,325.0,100.0,2.0,200.0,0.02,0,1,0,0,0,0,1,0,0,0,1,0,True,2.21925e-20
12,3,1.093148814,525.0,1,1,462.5,562.5,300.0,4.0,800.0,0.035,1,0,0,0,0,0,0,1,0,0,1,0,True,3.604e-09
7,10,4.072317722,387.5,3,2,550.0,475.0,300.0,4.0,1100.0,0.04,0,0,0,1,1,0,0,0,0,0,0,1,False,0.060660941775
3,12,3.941124359,362.5,5,3,425.0,562.5,200.0,2.0,400.0,0.05,0,1,0,0,0,1,0,0,0,0,0,1,True,6.322e-07
6,11,3.618797894,337.5,1,2,625.0,325.0,300.0,5.0,1200.0,0.005,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0547362381375
5,7,5.407240627,562.5,1,2,350.0,450.0,300.0,3.0,600.0,0.01,0,0,0,1,0,0,0,1,0,0,0,1,False,0.029615692925
6,13,1.634398077,437.5,4,6,450.0,487.5,300.0,2.0,500.0,0.04,0,0,0,1,0,0,0,1,0,0,1,0,False,0.007785389325
4,10,9.065249812,475.0,3,2,437.5,500.0,300.0,3.0,700.0,0.05,0,0,0,1,0,0,0,1,1,0,0,0,False,0.1022116853749999
6,4,2.55424765,537.5,1,4,487.5,550.0,100.0,2.0,200.0,0.025,1,0,0,0,1,0,0,0,0,0,1,0,True,2.703e-09
4,1,2.403726504,562.5,1,1,525.0,362.5,300.0,3.0,600.0,0.045,1,0,0,0,0,1,0,0,1,0,0,0,True,5.856499999999999e-09
10,12,2.23805036,550.0,3,3,462.5,450.0,200.0,3.0,600.0,0.025,0,0,1,0,0,0,1,0,0,0,1,0,False,0.0030226404
2,0,4.207788363,612.5,4,3,412.5,325.0,100.0,2.0,200.0,0.015,0,0,1,0,1,0,0,0,0,1,0,0,True,0.00013476575
0,8,2.223897012,387.5,1,1,500.0,525.0,300.0,4.0,700.0,0.04,0,1,0,0,1,0,0,0,0,1,0,0,True,6.615e-06
5,9,1.382647819,612.5,2,6,387.5,400.0,300.0,3.0,700.0,0.035,0,0,1,0,0,0,1,0,0,0,1,0,False,0.0041956776
6,8,2.401184077,350.0,3,3,500.0,537.5,300.0,3.0,700.0,0.03,0,1,0,0,1,0,0,0,0,0,0,1,True,4.582500000000001e-06
10,7,3.835700294,437.5,8,1,312.5,537.5,300.0,4.0,1000.0,0.01,0,0,1,0,0,0,0,1,0,1,0,0,False,0.0212393652249999
8,3,2.566254039,312.5,1,4,400.0,450.0,300.0,3.0,600.0,0.04,0,0,1,0,1,0,0,0,0,1,0,0,False,0.006396529125
13,7,0.423722711,587.5,6,2,325.0,537.5,400.0,2.0,600.0,0.025,0,1,0,0,0,0,0,1,1,0,0,0,True,2.703e-09
11,12,3.006941477,625.0,1,5,312.5,625.0,200.0,4.0,800.0,0.01,0,0,1,0,0,1,0,0,0,0,0,1,False,0.011377642575
10,4,2.74408741,537.5,3,1,450.0,587.5,300.0,3.0,800.0,0.04,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0342274884
11,3,1.410091508,550.0,4,4,450.0,487.5,200.0,3.0,500.0,0.005,1,0,0,0,0,0,1,0,0,0,0,1,True,4.1671249999999995e-09
10,4,2.583198898,412.5,2,2,337.5,562.5,300.0,3.0,700.0,0.04,1,0,0,0,0,0,0,1,1,0,0,0,True,4.7302499999999995e-09
2,4,0.0503206,475.0,8,3,587.5,312.5,200.0,1.0,200.0,0.035,1,0,0,0,0,0,1,0,0,0,0,1,True,3.604e-09
6,4,4.045209838,525.0,7,1,375.0,600.0,100.0,2.0,200.0,0.005,0,1,0,0,0,0,1,0,0,0,1,0,True,1.84075e-12
2,1,5.881342305,625.0,2,1,575.0,375.0,100.0,3.0,300.0,0.05,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0286037070249999
13,12,1.544080573,587.5,7,9,387.5,625.0,200.0,2.0,400.0,0.015,0,1,0,0,1,0,0,0,0,0,1,0,True,7.3e-11
2,8,1.821814985,450.0,1,2,387.5,437.5,300.0,3.0,700.0,0.045,1,0,0,0,0,1,0,0,0,1,0,0,True,5.856499999999999e-09
11,3,5.641059799,337.5,7,5,337.5,500.0,200.0,3.0,500.0,0.01,1,0,0,0,1,0,0,0,0,1,0,0,True,1.9207500000000006e-07
3,9,1.302670185,500.0,6,4,350.0,337.5,400.0,3.0,900.0,0.04,1,0,0,0,0,0,0,1,1,0,0,0,True,4.7302499999999995e-09
2,0,1.296673186,487.5,7,4,475.0,437.5,100.0,2.0,200.0,0.035,0,1,0,0,0,0,1,0,1,0,0,0,True,4.4e-22
8,7,3.362939362,375.0,3,4,387.5,512.5,400.0,3.0,1000.0,0.02,1,0,0,0,0,0,0,1,0,1,0,0,True,2.14225e-06
1,6,2.605406029,537.5,2,4,337.5,325.0,300.0,3.0,600.0,0.02,1,0,0,0,0,0,0,1,0,1,0,0,True,2.47775e-09
9,1,7.094111691,525.0,1,5,562.5,475.0,200.0,4.0,600.0,0.035,0,0,0,1,0,0,0,1,1,0,0,0,False,0.0496841644
10,7,6.789577233,437.5,3,1,550.0,625.0,300.0,4.0,1100.0,0.015,0,0,1,0,1,0,0,0,1,0,0,0,False,0.0331656575
11,9,0.390150055,587.5,2,1,462.5,625.0,200.0,2.0,300.0,0.01,0,1,0,0,1,0,0,0,0,1,0,0,True,1.3422500000000001e-17
2,12,4.719968355,625.0,7,1,437.5,450.0,200.0,3.0,500.0,0.025,0,1,0,0,0,1,0,0,0,0,0,1,True,2.229e-05
10,8,2.782104101,612.5,3,6,475.0,450.0,300.0,4.0,800.0,0.015,0,1,0,0,1,0,0,0,1,0,0,0,True,3.09775e-05
10,1,1.572369587,512.5,2,2,612.5,600.0,300.0,5.0,1000.0,0.045,0,0,0,1,0,1,0,0,0,0,1,0,False,0.04057691885
3,4,6.730325411,350.0,5,3,562.5,387.5,400.0,3.0,900.0,0.005,0,0,1,0,0,0,0,1,0,0,0,1,False,0.0521248549125
0,1,1.691696012,587.5,2,3,550.0,362.5,100.0,3.0,300.0,0.01,0,0,0,1,0,0,1,0,1,0,0,0,True,0.0008987563
1,2,0.111538968,362.5,2,3,612.5,487.5,100.0,1.0,100.0,0.015,0,0,0,1,1,0,0,0,1,0,0,0,True,7.15e-11
12,8,0.441601042,462.5,5,1,387.5,475.0,400.0,3.0,800.0,0.005,0,1,0,0,0,0,1,0,0,0,0,1,True,4.033e-07
1,2,4.670107745,500.0,3,4,600.0,325.0,100.0,3.0,300.0,0.04,0,1,0,0,0,0,1,0,0,1,0,0,True,9.24e-08
4,11,0.882043985,587.5,1,2,412.5,325.0,300.0,4.0,1000.0,0.035,0,1,0,0,0,0,0,1,1,0,0,0,True,1.084e-05
6,10,8.665819861,625.0,3,1,612.5,475.0,300.0,5.0,1000.0,0.03,0,0,0,1,0,1,0,0,0,0,1,0,False,0.045819031375
7,9,3.050026093,575.0,6,1,412.5,512.5,400.0,3.0,800.0,0.03,0,1,0,0,0,0,0,1,0,0,1,0,True,6.3015875e-05
3,7,1.918191026,500.0,1,4,375.0,375.0,300.0,3.0,600.0,0.05,1,0,0,0,0,0,1,0,1,0,0,0,True,6.53225e-09
8,1,1.621856865,587.5,2,7,362.5,512.5,300.0,3.0,700.0,0.04,0,0,1,0,0,0,0,1,0,0,1,0,False,0.006235207125
10,8,1.097549307,450.0,2,2,412.5,387.5,300.0,2.0,500.0,0.005,0,0,0,1,1,0,0,0,0,1,0,0,False,0.0056024720125
9,1,7.620837735,312.5,2,1,562.5,537.5,200.0,4.0,600.0,0.015,0,0,1,0,0,0,1,0,0,1,0,0,False,0.0238942805
6,9,1.760489119,350.0,1,1,525.0,337.5,300.0,3.0,800.0,0.01,1,0,0,0,0,1,0,0,0,0,1,0,True,2.9282499999999997e-09
0,1,0.112889171,400.0,2,8,512.5,487.5,100.0,1.0,100.0,0.035,1,0,0,0,0,0,0,1,0,1,0,0,True,3.604e-09
3,13,1.42482146,425.0,1,6,575.0,425.0,300.0,3.0,600.0,0.01,1,0,0,0,0,0,1,0,0,1,0,0,True,2.9282499999999997e-09
10,4,0.745044572,625.0,5,4,587.5,462.5,300.0,3.0,800.0,0.015,1,0,0,0,0,0,1,0,0,0,0,1,True,2.2525e-09
2,10,4.358974551,612.5,4,5,575.0,475.0,200.0,4.0,700.0,0.005,0,0,0,1,0,1,0,0,0,0,1,0,False,0.03820779285
12,4,1.492337271,625.0,2,4,425.0,462.5,300.0,2.0,500.0,0.03,0,0,1,0,1,0,0,0,0,0,0,1,False,0.001075224475
5,4,0.79724351,475.0,5,1,387.5,425.0,300.0,3.0,600.0,0.01,0,1,0,0,1,0,0,0,0,0,0,1,True,1.1505e-08
11,6,5.055307294,562.5,1,6,587.5,437.5,300.0,4.0,800.0,0.005,0,0,1,0,1,0,0,0,0,1,0,0,False,0.0325585607
11,1,3.353010526,400.0,3,2,537.5,600.0,300.0,5.0,900.0,0.015,1,0,0,0,0,1,0,0,0,1,0,0,True,5.775e-07
4,0,0.841141623,375.0,2,2,312.5,437.5,200.0,3.0,400.0,0.02,0,1,0,0,0,1,0,0,0,0,1,0,True,2.73625e-12
3,10,1.697721012,387.5,2,1,462.5,387.5,200.0,4.0,800.0,0.02,1,0,0,0,0,0,0,1,0,1,0,0,True,2.47775e-09
4,11,8.902041891,625.0,4,1,475.0,587.5,300.0,3.0,600.0,0.025,0,0,1,0,0,0,1,0,0,0,1,0,False,0.0383073659999999
10,7,1.902919789,312.5,2,2,462.5,450.0,300.0,3.0,700.0,0.025,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0109950879
3,0,1.358488057,387.5,3,7,512.5,312.5,100.0,3.0,300.0,0.005,1,0,0,0,1,0,0,0,0,0,0,1,True,4.1671249999999995e-09
8,0,5.605795993,612.5,1,6,625.0,387.5,400.0,3.0,700.0,0.015,0,0,1,0,0,1,0,0,1,0,0,0,False,0.017548115
12,6,2.500033194,437.5,4,3,525.0,525.0,300.0,3.0,700.0,0.035,1,0,0,0,0,0,1,0,0,0,1,0,True,3.604e-09
3,4,4.857345594,575.0,2,1,350.0,325.0,400.0,3.0,900.0,0.045,0,1,0,0,1,0,0,0,0,0,0,1,False,0.00220545585
4,7,3.180641181,600.0,1,3,562.5,387.5,300.0,2.0,500.0,0.045,1,0,0,0,0,0,0,1,0,0,1,0,True,5.856499999999999e-09
2,5,3.399281902,487.5,1,2,562.5,612.5,200.0,3.0,500.0,0.015,1,0,0,0,0,1,0,0,0,0,1,0,True,2.2525e-09
3,7,5.186029546,375.0,7,2,375.0,537.5,300.0,3.0,600.0,0.02,1,0,0,0,0,0,1,0,0,0,1,0,True,5.0325e-07
9,4,2.034260387,400.0,6,5,362.5,375.0,300.0,2.0,500.0,0.02,1,0,0,0,1,0,0,0,1,0,0,0,True,2.47775e-09
2,1,0.145958543,487.5,2,5,387.5,350.0,100.0,1.0,100.0,0.005,0,0,1,0,0,0,0,1,0,0,1,0,True,4.241125000000001e-15
1,3,8.814084428,362.5,5,1,350.0,387.5,300.0,4.0,700.0,0.01,1,0,0,0,0,0,1,0,0,1,0,0,True,0.00084954675
7,1,3.824189296,525.0,2,1,625.0,487.5,300.0,4.0,800.0,0.005,0,1,0,0,1,0,0,0,0,0,0,1,True,0.0002694714625
4,9,1.86261325,575.0,4,3,575.0,575.0,300.0,2.0,500.0,0.045,0,0,0,1,0,1,0,0,0,0,1,0,False,0.01090801595
13,10,0.766037622,325.0,7,4,625.0,512.5,200.0,2.0,400.0,0.045,1,0,0,0,0,1,0,0,0,0,1,0,True,5.856499999999999e-09
5,1,1.805834753,337.5,1,2,450.0,525.0,200.0,4.0,600.0,0.05,0,0,0,1,0,0,1,0,0,0,0,1,False,0.02029749585
2,10,3.204082772,325.0,1,2,312.5,412.5,300.0,4.0,900.0,0.04,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0427417788
8,11,2.339525602,475.0,1,3,387.5,350.0,400.0,3.0,700.0,0.035,0,0,1,0,1,0,0,0,1,0,0,0,False,0.0071785284
9,8,2.445369347,450.0,5,9,437.5,575.0,300.0,1.0,300.0,0.005,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0022752599625
0,11,5.667272653,612.5,1,1,350.0,312.5,200.0,5.0,800.0,0.03,0,0,0,1,1,0,0,0,0,0,0,1,False,0.0410781445749999
9,3,5.91915259,450.0,5,8,537.5,362.5,200.0,2.0,400.0,0.04,1,0,0,0,0,1,0,0,0,0,1,0,True,2.5305e-08
4,10,1.842193479,400.0,2,2,500.0,625.0,300.0,3.0,800.0,0.025,0,0,0,1,0,1,0,0,0,0,1,0,False,0.0140935742999999
3,13,7.8401635,375.0,2,1,425.0,450.0,300.0,3.0,600.0,0.01,0,0,1,0,0,0,1,0,0,1,0,0,False,0.032675159075
10,11,2.611543865,387.5,1,2,425.0,525.0,200.0,4.0,700.0,0.04,1,0,0,0,0,1,0,0,0,1,0,0,True,4.7302499999999995e-09
7,5,2.623923088,475.0,4,1,600.0,625.0,300.0,3.0,600.0,0.045,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0261352389999999
4,13,0.540214789,500.0,3,3,450.0,487.5,400.0,2.0,700.0,0.005,0,0,0,1,0,0,1,0,0,0,1,0,False,0.009108795975
11,3,2.890595658,375.0,1,1,550.0,375.0,200.0,3.0,500.0,0.025,0,0,0,1,0,0,0,1,0,0,1,0,False,0.0094085106
3,0,2.700432322,575.0,10,3,425.0,437.5,100.0,1.0,100.0,0.035,0,0,1,0,0,0,0,1,0,0,0,1,True,1.288e-09
2,7,0.741433713,375.0,1,8,625.0,587.5,300.0,2.0,500.0,0.01,0,0,1,0,0,0,1,0,0,1,0,0,True,0.000401088675
8,9,1.113143361,475.0,9,4,425.0,575.0,300.0,1.0,300.0,0.01,1,0,0,0,0,0,0,1,0,1,0,0,True,2.9282499999999997e-09
1,7,3.042065402,625.0,2,2,475.0,600.0,300.0,3.0,600.0,0.005,0,0,1,0,0,0,1,0,0,1,0,0,False,0.0085807805375
1,11,6.744897081,537.5,3,4,462.5,575.0,200.0,5.0,700.0,0.025,0,1,0,0,1,0,0,0,0,0,1,0,False,0.001875798
2,6,2.921672292,400.0,2,5,612.5,475.0,300.0,3.0,500.0,0.01,0,0,1,0,0,0,1,0,1,0,0,0,False,0.002734508725
3,4,3.322476577,587.5,4,6,525.0,375.0,400.0,3.0,900.0,0.05,0,0,1,0,0,0,1,0,0,1,0,0,False,0.03326134265
0,11,5.141948112,387.5,2,3,550.0,400.0,200.0,5.0,800.0,0.005,0,0,1,0,1,0,0,0,0,0,1,0,False,0.03227521285
4,7,0.337320459,350.0,10,4,487.5,475.0,300.0,1.0,300.0,0.04,0,0,1,0,0,0,1,0,1,0,0,0,True,6.300000000000001e-06
13,7,1.541332909,337.5,3,8,587.5,375.0,300.0,2.0,600.0,0.02,0,0,0,1,0,1,0,0,0,0,0,1,False,0.0055858715
2,11,3.517138886,400.0,6,4,400.0,537.5,200.0,4.0,600.0,0.02,0,0,0,1,0,0,1,0,0,0,1,0,False,0.0128295453
7,12,2.863400976,600.0,1,2,575.0,312.5,400.0,3.0,800.0,0.035,0,0,1,0,0,0,1,0,0,1,0,0,False,0.0128982584
6,1,3.28245087,375.0,2,2,412.5,325.0,300.0,2.0,400.0,0.015,0,0,0,1,0,0,0,1,1,0,0,0,False,0.005315117
13,3,0.270925586,425.0,8,9,525.0,337.5,200.0,1.0,200.0,0.05,1,0,0,0,0,0,1,0,0,1,0,0,True,6.53225e-09
1,11,3.167962698,575.0,1,1,550.0,337.5,200.0,5.0,700.0,0.01,0,0,0,1,1,0,0,0,0,0,1,0,False,0.02005085225
9,2,2.817593903,550.0,3,2,550.0,412.5,300.0,3.0,800.0,0.02,1,0,0,0,0,0,0,1,1,0,0,0,True,2.8325e-08
5,7,1.337343747,475.0,3,1,325.0,575.0,300.0,3.0,600.0,0.04,0,1,0,0,1,0,0,0,1,0,0,0,True,1.04475e-07
2,11,2.799714637,362.5,1,1,550.0,512.5,300.0,4.0,800.0,0.01,0,1,0,0,0,0,1,0,0,1,0,0,True,4.371055000000001e-05
8,10,3.820225524,600.0,1,6,575.0,587.5,300.0,2.0,500.0,0.045,1,0,0,0,1,0,0,0,1,0,0,0,True,5.856499999999999e-09
4,11,7.487568001,487.5,2,4,587.5,562.5,300.0,4.0,1000.0,0.03,0,1,0,0,0,1,0,0,0,1,0,0,False,0.0095904835
11,4,4.096715041,612.5,2,2,625.0,350.0,300.0,4.0,900.0,0.005,0,1,0,0,0,0,1,0,0,0,0,1,True,0.00073173975
7,2,2.663455094,475.0,2,4,375.0,475.0,300.0,3.0,700.0,0.005,0,1,0,0,1,0,0,0,0,1,0,0,True,1.493875e-05
1,8,2.569617213,625.0,6,1,550.0,512.5,400.0,4.0,800.0,0.035,1,0,0,0,0,0,1,0,0,0,1,0,True,1.992e-08
3,5,1.61268989,487.5,2,1,325.0,475.0,300.0,3.0,500.0,0.025,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0049793034
5,12,5.415541322,362.5,4,7,587.5,612.5,300.0,4.0,900.0,0.025,0,0,0,1,0,1,0,0,0,0,1,0,False,0.036414513
0,2,2.356319606,425.0,2,5,375.0,400.0,100.0,2.0,200.0,0.005,0,0,1,0,0,0,0,1,0,0,0,1,True,8.2325e-06
5,2,2.877275975,325.0,6,3,587.5,425.0,200.0,2.0,300.0,0.025,0,1,0,0,1,0,0,0,0,0,0,1,True,3.15e-11
7,3,1.535709786,525.0,3,3,350.0,562.5,400.0,3.0,800.0,0.01,1,0,0,0,0,1,0,0,0,0,0,1,True,2.9282499999999997e-09
10,1,7.605812212,387.5,1,1,425.0,500.0,300.0,5.0,1000.0,0.02,1,0,0,0,0,1,0,0,0,0,1,0,False,0.001131576325
12,6,1.474401525,362.5,7,3,450.0,437.5,300.0,3.0,700.0,0.035,1,0,0,0,0,0,0,1,0,0,0,1,True,3.604e-09
13,12,3.051603971,537.5,6,4,325.0,325.0,200.0,2.0,400.0,0.05,0,1,0,0,0,1,0,0,0,0,1,0,True,6.764249999999999e-08
5,12,6.129035118,462.5,5,1,550.0,400.0,300.0,4.0,900.0,0.005,1,0,0,0,0,1,0,0,0,0,0,1,True,0.0002032169499999
5,3,6.719427406,600.0,3,4,437.5,450.0,200.0,3.0,400.0,0.05,1,0,0,0,0,0,0,1,0,1,0,0,True,4.28475e-07
7,12,4.178098014,437.5,1,1,337.5,425.0,300.0,3.0,700.0,0.02,0,0,1,0,0,1,0,0,0,0,0,1,False,0.01151459045
5,11,1.920634401,612.5,2,1,462.5,512.5,300.0,4.0,700.0,0.015,1,0,0,0,0,1,0,0,1,0,0,0,True,2.2525e-09
6,13,1.781494807,625.0,9,4,587.5,500.0,300.0,2.0,500.0,0.025,1,0,0,0,0,0,0,1,1,0,0,0,True,2.703e-09
5,2,4.434429686,612.5,7,3,362.5,625.0,300.0,2.0,400.0,0.035,0,0,1,0,0,0,1,0,1,0,0,0,False,0.00541997
12,10,1.581879736,625.0,1,4,450.0,312.5,200.0,3.0,600.0,0.04,1,0,0,0,0,0,0,1,0,1,0,0,True,4.7302499999999995e-09
13,11,3.034933615,562.5,1,6,625.0,400.0,200.0,3.0,500.0,0.01,0,1,0,0,0,1,0,0,1,0,0,0,True,6.5975e-07
12,13,1.890501946,537.5,2,2,387.5,437.5,200.0,1.0,200.0,0.025,0,0,1,0,0,0,0,1,1,0,0,0,True,2.838e-06
6,9,3.862383484,487.5,1,5,437.5,375.0,300.0,3.0,700.0,0.05,0,0,0,1,0,0,1,0,0,0,0,1,False,0.053746066125
6,11,2.54422625,537.5,1,6,537.5,412.5,300.0,4.0,800.0,0.02,0,0,0,1,0,1,0,0,0,0,1,0,False,0.016915979025
13,12,0.166839927,437.5,10,4,587.5,425.0,200.0,1.0,200.0,0.015,0,0,0,1,0,1,0,0,0,0,0,1,True,4.875e-06
11,5,4.501519357,562.5,3,1,537.5,375.0,300.0,5.0,1100.0,0.035,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0520490792
4,3,0.433463692,475.0,1,2,600.0,325.0,400.0,3.0,900.0,0.05,1,0,0,0,0,1,0,0,0,0,0,1,True,6.53225e-09
2,4,0.85031656,312.5,2,10,600.0,387.5,200.0,1.0,200.0,0.04,1,0,0,0,1,0,0,0,0,0,0,1,True,4.7302499999999995e-09
9,11,0.396001085,375.0,3,1,462.5,562.5,200.0,2.0,300.0,0.045,0,1,0,0,1,0,0,0,0,0,0,1,True,2.2815e-17
4,1,0.222700059,412.5,3,1,450.0,412.5,200.0,2.0,300.0,0.01,0,1,0,0,1,0,0,0,0,0,0,1,True,3.2825e-18
1,2,0.694435893,312.5,7,2,500.0,387.5,100.0,1.0,100.0,0.005,1,0,0,0,1,0,0,0,1,0,0,0,True,4.1671249999999995e-09
8,1,1.64148863,612.5,3,7,437.5,312.5,300.0,3.0,600.0,0.02,1,0,0,0,1,0,0,0,0,0,1,0,True,2.47775e-09
