clmn1,clmn2,clmn3,clmn4,clmn5,clmn6,clmn7,clmn8,clmn9,clmn10,clmn11,clmn12,clmn13,clmn14,clmn15,clmn16,clmn17,clmn18,clmn19,clmn20,clmn21,clmn22,clmn23,clmn24,lbl,Out_num
12,9,0.413705578,2550.0,4,1,2850.0,2200.0,200.0,3.0,500.0,0.045,0,0,1,0,0,0,1,0,1,0,0,0,True,0.00019309615
0,7,6.846794847,1300.0,5,4,2850.0,1950.0,300.0,4.0,700.0,0.025,0,0,0,1,0,0,0,1,0,0,0,1,False,0.0349218354
12,11,2.701013799,2600.0,2,1,3600.0,2600.0,200.0,3.0,600.0,0.04,0,0,0,1,0,1,0,0,1,0,0,0,False,0.0146324472
0,4,2.715982737,2850.0,1,4,2800.0,3500.0,200.0,3.0,400.0,0.005,0,0,0,1,0,0,0,1,0,1,0,0,False,0.004480954375
2,4,3.175048043,2950.0,2,2,2100.0,2100.0,300.0,3.0,600.0,0.045,0,0,0,1,0,1,0,0,0,0,1,0,False,0.0221594139
11,2,2.640125827,1250.0,1,2,3600.0,2350.0,200.0,4.0,600.0,0.02,0,0,0,1,0,0,1,0,0,1,0,0,False,0.007459824625
2,6,2.663396847,1450.0,2,4,2950.0,1400.0,200.0,3.0,400.0,0.015,0,0,0,1,0,0,1,0,0,1,0,0,False,0.00232734775
10,1,10.87432614,2400.0,2,1,3750.0,2900.0,300.0,5.0,1000.0,0.04,0,0,0,1,0,1,0,0,0,0,1,0,False,0.074015358375
0,10,4.325595663,1500.0,1,4,1650.0,1850.0,200.0,4.0,700.0,0.005,0,0,0,1,0,0,1,0,0,1,0,0,False,0.0301527874
1,7,0.878604351,3250.0,6,3,2100.0,1650.0,300.0,3.0,600.0,0.025,0,0,0,1,0,0,0,1,0,0,1,0,False,0.003123333
2,10,3.742391628,1450.0,1,1,1750.0,3300.0,300.0,4.0,1000.0,0.02,0,0,1,0,1,0,0,0,0,0,0,1,False,0.01304212415
9,4,7.387436888,1250.0,1,7,1650.0,3000.0,300.0,2.0,600.0,0.025,0,0,1,0,0,0,0,1,0,0,0,1,False,0.021241914
12,6,3.757585931,3600.0,2,3,2450.0,1650.0,300.0,4.0,1000.0,0.01,0,0,1,0,0,1,0,0,0,0,0,1,False,0.015526309825
11,3,7.41355208,1300.0,4,1,2300.0,1400.0,200.0,3.0,500.0,0.005,0,0,0,1,0,1,0,0,0,0,0,1,False,0.0436695362875
9,3,2.505252438,3100.0,1,5,1950.0,3350.0,200.0,2.0,400.0,0.005,0,0,0,1,0,0,1,0,0,0,1,0,False,0.0038881685875
2,8,1.846533011,2500.0,7,2,2100.0,1650.0,300.0,2.0,500.0,0.03,0,0,0,1,1,0,0,0,1,0,0,0,False,0.003607250725
9,3,0.386680662,2050.0,3,10,1300.0,3100.0,200.0,2.0,400.0,0.01,0,0,1,0,0,0,1,0,0,0,1,0,True,1.68607075e-05
9,0,2.370105207,1900.0,3,2,2450.0,1300.0,200.0,3.0,500.0,0.005,0,0,1,0,0,0,1,0,1,0,0,0,False,0.0013328311125
10,3,3.187085765,1750.0,1,2,2200.0,2800.0,200.0,3.0,600.0,0.015,0,0,1,0,0,0,0,1,0,0,0,1,False,0.0027107105
6,3,2.059993811,2550.0,2,1,2000.0,3100.0,200.0,3.0,500.0,0.045,0,0,1,0,0,1,0,0,0,0,0,1,False,0.0013884026
7,6,4.822756935,3000.0,2,1,1500.0,1400.0,300.0,3.0,500.0,0.035,0,0,1,0,0,1,0,0,0,0,1,0,False,0.0069409708
11,4,0.95747079,3750.0,8,3,1350.0,1800.0,300.0,3.0,600.0,0.035,0,0,0,1,0,1,0,0,0,1,0,0,False,0.0043558568
9,6,1.7038316,1350.0,6,6,2650.0,2100.0,300.0,3.0,800.0,0.05,0,0,1,0,1,0,0,0,0,0,0,1,False,0.007255535375
2,1,3.235446467,2500.0,1,1,3350.0,3550.0,100.0,3.0,300.0,0.04,0,0,0,1,0,0,0,1,1,0,0,0,False,0.002687715975
13,2,4.09431477,3400.0,4,4,3150.0,2650.0,200.0,2.0,300.0,0.035,0,0,0,1,1,0,0,0,0,1,0,0,False,0.0038243996
2,12,6.862167653,1650.0,1,1,3700.0,2350.0,200.0,4.0,700.0,0.05,0,0,0,1,0,1,0,0,0,0,1,0,False,0.0847070309
13,8,0.972692565,1250.0,3,5,1900.0,2800.0,400.0,1.0,400.0,0.02,0,0,0,1,0,0,0,1,0,0,0,1,True,0.00066717035
8,9,3.416463889,3700.0,1,6,1300.0,2500.0,300.0,3.0,800.0,0.05,0,0,1,0,0,0,0,1,0,1,0,0,False,0.019274792
12,11,2.786231612,3500.0,1,1,1350.0,3400.0,200.0,3.0,600.0,0.025,0,0,0,1,0,1,0,0,0,0,1,0,False,0.0086645576999999
11,8,4.127383509,1350.0,3,2,3300.0,1400.0,300.0,3.0,600.0,0.01,0,0,1,0,0,0,1,0,0,0,1,0,False,0.006197249175
0,1,0.529980169,1600.0,10,7,2450.0,1450.0,100.0,1.0,100.0,0.04,0,0,0,1,0,0,1,0,0,0,1,0,True,4.54251e-11
6,2,4.296755321,3750.0,3,3,3350.0,1250.0,200.0,3.0,400.0,0.035,0,0,0,1,0,1,0,0,0,1,0,0,False,0.00947542
5,4,1.031384245,3750.0,3,10,2350.0,2700.0,100.0,1.0,100.0,0.05,0,0,0,1,0,1,0,0,0,0,0,1,True,5.89264775e-10
1,11,5.720684929,2650.0,1,5,3500.0,2700.0,200.0,5.0,700.0,0.05,0,0,0,1,0,1,0,0,0,1,0,0,False,0.0671086535
11,13,3.220798799,2900.0,1,4,3500.0,2300.0,200.0,3.0,600.0,0.045,0,0,1,0,0,1,0,0,0,0,0,1,False,0.00723555235
7,4,1.010330191,2550.0,2,1,2450.0,2750.0,300.0,2.0,500.0,0.015,0,0,1,0,0,0,0,1,1,0,0,0,True,0.00016511225
13,0,6.055455211,1450.0,2,3,2850.0,1350.0,200.0,4.0,500.0,0.045,0,0,0,1,0,0,1,0,0,1,0,0,False,0.0439589059
3,13,1.286861173,2150.0,8,7,1300.0,1850.0,200.0,1.0,200.0,0.01,0,0,0,1,0,0,1,0,1,0,0,0,True,1.24009275e-05
9,2,1.436288569,2400.0,3,7,2550.0,2700.0,300.0,3.0,800.0,0.01,0,0,0,1,0,1,0,0,1,0,0,0,False,0.00946972715
1,13,3.889703794,3550.0,2,2,1350.0,1950.0,200.0,3.0,400.0,0.05,0,0,0,1,1,0,0,0,0,0,0,1,False,0.013984859225
10,0,3.578190429,1650.0,3,1,2200.0,2850.0,200.0,4.0,700.0,0.045,0,0,0,1,0,0,1,0,0,0,1,0,False,0.0336783135
2,1,1.785927844,3250.0,5,1,3400.0,1750.0,100.0,3.0,300.0,0.04,0,0,1,0,0,0,1,0,0,1,0,0,True,2.72365275e-05
2,0,0.99420135,2650.0,2,4,2900.0,3550.0,100.0,2.0,200.0,0.04,0,0,1,0,1,0,0,0,1,0,0,0,True,2.85111225e-08
8,0,4.347789495,2050.0,2,4,2400.0,3050.0,300.0,4.0,800.0,0.02,0,0,0,1,1,0,0,0,1,0,0,0,False,0.02135367245
7,10,0.546679265,2300.0,7,1,1750.0,2200.0,300.0,3.0,700.0,0.035,0,0,0,1,0,0,1,0,0,1,0,0,False,0.005338572
12,7,8.05425041,3100.0,6,2,1250.0,2500.0,300.0,3.0,700.0,0.005,0,0,0,1,0,0,1,0,0,0,0,1,False,0.0652040061875
8,12,2.035115641,1550.0,2,4,2750.0,2650.0,400.0,2.0,600.0,0.03,0,0,0,1,0,0,0,1,0,0,1,0,False,0.0066014845
4,5,0.521644964,1400.0,10,3,3000.0,1350.0,100.0,1.0,100.0,0.02,0,0,1,0,1,0,0,0,0,0,1,0,True,2.2561467500000003e-16
8,9,0.166037436,1850.0,2,3,1450.0,2050.0,400.0,2.0,600.0,0.04,0,0,0,1,0,0,1,0,0,0,0,1,False,0.003309718125
10,9,0.036602584,2750.0,10,10,2700.0,2550.0,200.0,1.0,200.0,0.005,0,0,0,1,1,0,0,0,0,1,0,0,True,1.2474041250000002e-06
10,12,4.466182557,2800.0,2,4,3450.0,1900.0,200.0,2.0,300.0,0.05,0,0,1,0,1,0,0,0,0,0,0,1,False,0.0014728367749999
12,10,1.318897632,2550.0,7,5,2050.0,1850.0,200.0,2.0,400.0,0.035,0,0,1,0,0,1,0,0,1,0,0,0,True,9.4312e-05
1,8,5.657055121,3300.0,4,1,1400.0,3150.0,300.0,3.0,600.0,0.01,0,0,1,0,1,0,0,0,1,0,0,0,False,0.012721805525
10,2,6.732629233,2050.0,1,1,2950.0,3250.0,300.0,4.0,900.0,0.005,0,0,1,0,0,1,0,0,0,1,0,0,False,0.0453485185875
1,9,4.677128812,1850.0,2,3,1600.0,1300.0,300.0,4.0,900.0,0.03,0,0,0,1,1,0,0,0,0,0,1,0,False,0.031090522775
7,4,0.955909019,3350.0,4,5,1800.0,2350.0,400.0,3.0,900.0,0.005,0,0,1,0,1,0,0,0,0,0,1,0,False,0.00406015615
6,0,2.76624173,2400.0,3,2,3500.0,2100.0,200.0,4.0,600.0,0.005,0,0,0,1,0,0,0,1,0,0,0,1,False,0.013298931275
11,0,1.1601774,3100.0,1,5,3400.0,2150.0,200.0,4.0,600.0,0.04,0,0,1,0,0,0,0,1,0,1,0,0,False,0.001088222625
3,11,3.113514537,3650.0,3,4,2350.0,3350.0,200.0,4.0,800.0,0.005,0,0,1,0,1,0,0,0,0,0,1,0,False,0.010604021475
8,2,1.48945464,1700.0,3,6,3550.0,2650.0,400.0,3.0,700.0,0.045,0,0,1,0,0,0,0,1,0,1,0,0,False,0.00349890385
10,4,0.659416475,3250.0,3,5,3200.0,2000.0,300.0,3.0,700.0,0.015,0,0,1,0,1,0,0,0,0,1,0,0,True,0.0006430755
6,2,0.58575821,3650.0,3,2,3650.0,1250.0,200.0,2.0,400.0,0.05,0,0,1,0,0,1,0,0,0,1,0,0,True,5.347629e-05
8,4,1.207876303,2850.0,4,3,2450.0,2600.0,400.0,2.0,700.0,0.03,0,0,0,1,1,0,0,0,1,0,0,0,False,0.006269074825
6,5,0.498947768,3050.0,3,1,2850.0,3000.0,100.0,1.0,100.0,0.01,0,0,1,0,0,1,0,0,0,0,0,1,True,2.66635525e-16
4,0,5.899033542,1250.0,2,4,2500.0,1800.0,200.0,3.0,400.0,0.015,0,0,0,1,0,0,1,0,1,0,0,0,False,0.01146078675
3,2,4.074199022,2100.0,1,2,1950.0,2500.0,100.0,3.0,300.0,0.02,0,0,1,0,1,0,0,0,1,0,0,0,True,0.000366701225
5,0,4.080832778,1300.0,1,1,2900.0,2850.0,300.0,4.0,600.0,0.05,0,0,1,0,0,0,0,1,0,1,0,0,False,0.0135251700749999
1,2,0.139862206,2450.0,3,5,2650.0,1650.0,100.0,1.0,100.0,0.03,0,0,1,0,0,0,0,1,0,0,1,0,True,2.66635525e-16
6,12,4.040439247,1750.0,4,2,2750.0,2900.0,300.0,3.0,700.0,0.04,0,0,1,0,0,1,0,0,1,0,0,0,False,0.013890860025
10,9,7.616064871,1950.0,4,2,3100.0,2300.0,200.0,3.0,500.0,0.035,0,0,1,0,0,0,0,1,1,0,0,0,False,0.02326174
2,7,2.808678432,1800.0,6,6,1450.0,3450.0,300.0,3.0,700.0,0.035,0,0,1,0,0,0,1,0,0,0,1,0,False,0.00541997
12,4,2.973581502,3100.0,1,1,3250.0,3550.0,300.0,3.0,800.0,0.02,0,0,1,0,1,0,0,0,0,1,0,0,False,0.00586605305
8,0,2.864845129,1400.0,2,4,3750.0,2450.0,300.0,4.0,800.0,0.015,0,0,1,0,1,0,0,0,0,0,1,0,False,0.005058476
4,2,2.601579756,2850.0,2,4,1950.0,3350.0,300.0,3.0,500.0,0.04,0,0,1,0,0,1,0,0,0,0,0,1,False,0.001866321975
10,8,0.875606071,1850.0,3,1,1800.0,2650.0,300.0,2.0,500.0,0.045,0,0,0,1,1,0,0,0,0,0,0,1,False,0.00362728535
5,0,2.403391392,3450.0,1,1,1750.0,2600.0,300.0,2.0,400.0,0.03,0,0,1,0,1,0,0,0,0,1,0,0,True,0.0003157297
1,9,3.726759758,1400.0,2,6,2250.0,3450.0,300.0,4.0,1000.0,0.035,0,0,0,1,0,0,0,1,0,0,0,1,False,0.0346558224
4,13,4.463054291,3750.0,2,4,2200.0,1800.0,200.0,3.0,500.0,0.025,0,0,1,0,0,0,1,0,0,1,0,0,False,0.0042166716
2,11,4.038608637,2100.0,5,4,3200.0,1800.0,200.0,4.0,600.0,0.045,0,0,0,1,0,0,1,0,1,0,0,0,False,0.03064217455
6,2,0.776588473,3150.0,5,1,1900.0,2250.0,300.0,3.0,500.0,0.03,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0016770533
13,2,2.160617506,1300.0,1,5,3550.0,2400.0,200.0,2.0,300.0,0.045,0,0,0,1,1,0,0,0,0,1,0,0,False,0.0012735606
5,13,2.032148438,1450.0,4,4,3350.0,3750.0,300.0,2.0,400.0,0.025,0,0,0,1,0,0,1,0,0,1,0,0,False,0.0017802890999999
12,13,2.746432288,2500.0,2,3,1450.0,2150.0,400.0,3.0,900.0,0.035,0,0,0,1,0,0,0,1,0,1,0,0,False,0.023235188
6,3,7.715856685,3250.0,1,2,2650.0,1900.0,300.0,4.0,600.0,0.01,0,0,1,0,0,0,1,0,1,0,0,0,False,0.025246041275
3,2,1.947009459,3400.0,1,6,2450.0,2650.0,100.0,3.0,300.0,0.03,0,0,0,1,0,0,0,1,0,1,0,0,True,0.000514396675
3,1,5.019648667,1450.0,4,3,2850.0,2000.0,100.0,2.0,200.0,0.05,0,0,0,1,0,0,0,1,1,0,0,0,False,0.0031049654749999
11,12,4.929578984,2150.0,3,1,2900.0,3100.0,200.0,4.0,800.0,0.005,0,0,1,0,0,1,0,0,0,1,0,0,False,0.02307055635
7,8,2.465087924,2050.0,6,5,1450.0,2350.0,400.0,3.0,1000.0,0.01,0,0,1,0,0,0,0,1,0,0,1,0,False,0.009102591875
3,0,1.368381759,2100.0,5,4,3300.0,2000.0,100.0,3.0,300.0,0.03,0,0,1,0,0,0,1,0,0,0,1,0,True,7.7965875e-06
11,1,7.87927035,1900.0,1,1,3550.0,3050.0,200.0,5.0,700.0,0.05,0,0,0,1,0,0,0,1,1,0,0,0,False,0.1007564719
11,1,2.728232193,3300.0,1,5,1750.0,1550.0,200.0,5.0,700.0,0.015,0,0,1,0,0,1,0,0,0,0,1,0,False,0.00322371975
2,8,4.664186237,1400.0,2,8,2900.0,2700.0,300.0,3.0,700.0,0.045,0,0,1,0,0,0,0,1,0,0,0,1,False,0.0228520149
6,0,6.801706336,2400.0,2,5,2750.0,1500.0,200.0,4.0,600.0,0.05,0,0,1,0,0,0,0,1,0,0,1,0,False,0.0428526301
12,10,4.125306226,1750.0,2,1,2200.0,3000.0,200.0,3.0,600.0,0.04,0,0,0,1,1,0,0,0,0,1,0,0,False,0.0255266424
7,2,2.180404403,3550.0,7,2,1550.0,2700.0,300.0,3.0,700.0,0.03,0,0,1,0,1,0,0,0,0,1,0,0,False,0.0029341247
2,11,7.125408854,3200.0,3,5,2400.0,3000.0,200.0,4.0,600.0,0.02,0,0,0,1,0,0,1,0,0,0,1,0,False,0.029365466625
6,9,2.708462686,2150.0,1,4,2150.0,2300.0,300.0,3.0,700.0,0.01,0,0,0,1,0,0,0,1,1,0,0,0,False,0.012338690975
12,6,1.797493657,3150.0,2,1,3500.0,1750.0,300.0,3.0,700.0,0.04,0,0,0,1,0,1,0,0,1,0,0,0,False,0.0135402519
3,11,2.910973829,1450.0,5,4,2050.0,2500.0,200.0,3.0,500.0,0.05,0,0,1,0,0,0,0,1,0,0,0,1,False,0.003367395175
11,9,1.978426469,3400.0,2,3,1500.0,2900.0,200.0,2.0,400.0,0.015,0,0,0,1,0,0,1,0,0,1,0,0,False,0.001427819
3,7,3.453211818,1650.0,3,1,2750.0,2250.0,300.0,3.0,800.0,0.005,0,0,1,0,1,0,0,0,1,0,0,0,False,0.0125328458125
13,5,4.449308401,2700.0,1,5,1300.0,3200.0,300.0,3.0,600.0,0.015,0,0,1,0,0,0,1,0,0,0,1,0,False,0.00564489175
12,4,2.408576679,3550.0,5,3,1700.0,1250.0,300.0,3.0,800.0,0.045,0,0,1,0,0,0,0,1,0,0,0,1,False,0.0101707021
5,9,1.798607982,2100.0,5,1,2850.0,3350.0,300.0,3.0,700.0,0.035,0,0,1,0,0,0,0,1,0,0,1,0,False,0.0027412364
13,1,4.246349808,2150.0,6,3,2100.0,2800.0,200.0,3.0,400.0,0.045,0,0,0,1,0,0,1,0,0,0,1,0,False,0.0150299513
7,2,1.792690341,2550.0,2,2,1700.0,3050.0,300.0,3.0,700.0,0.02,0,0,0,1,1,0,0,0,0,0,1,0,False,0.00705964545
2,4,6.275469472,2450.0,4,6,3250.0,3050.0,300.0,3.0,600.0,0.005,0,0,1,0,0,1,0,0,0,0,0,1,False,0.0229066273875
8,6,1.094579873,1550.0,2,2,1700.0,3100.0,300.0,3.0,500.0,0.04,0,0,1,0,0,1,0,0,0,1,0,0,True,0.0003828048
7,5,1.549736011,1750.0,4,6,2100.0,1700.0,300.0,2.0,400.0,0.025,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0012117846
6,8,1.876453697,1350.0,2,7,1550.0,1300.0,300.0,2.0,500.0,0.02,0,0,0,1,0,0,1,0,0,0,0,1,False,0.003091128975
9,8,6.913959398,1750.0,6,9,1850.0,2500.0,400.0,2.0,600.0,0.045,0,0,1,0,0,0,0,1,0,0,0,1,False,0.0399226867
5,4,3.147128865,2200.0,5,1,3400.0,2700.0,300.0,3.0,600.0,0.045,0,0,0,1,0,0,1,0,0,0,1,0,False,0.021888269
10,11,1.522779012,2200.0,3,5,3150.0,2100.0,200.0,3.0,500.0,0.02,0,0,0,1,1,0,0,0,1,0,0,0,False,0.0024586804
7,13,2.708687536,1950.0,5,3,1750.0,2100.0,300.0,2.0,600.0,0.04,0,0,0,1,0,0,0,1,1,0,0,0,False,0.01469818665
10,5,5.59273755,3000.0,1,1,2950.0,3200.0,300.0,5.0,900.0,0.03,0,0,1,0,0,1,0,0,1,0,0,0,False,0.023883715375
3,8,5.312403147,3000.0,4,2,3750.0,2700.0,300.0,3.0,600.0,0.02,0,0,0,1,0,1,0,0,0,1,0,0,False,0.0192231457
9,13,0.974441375,2900.0,7,6,1350.0,2550.0,200.0,1.0,200.0,0.03,0,0,0,1,0,1,0,0,1,0,0,0,True,6.733675e-06
12,8,1.013171458,3400.0,1,2,2150.0,2600.0,400.0,2.0,600.0,0.02,0,0,1,0,1,0,0,0,0,0,0,1,True,0.0004891227
10,13,5.082548193,2300.0,4,1,2500.0,3400.0,200.0,2.0,400.0,0.005,0,0,0,1,0,1,0,0,0,0,0,1,False,0.015510312125
2,12,3.571632652,2750.0,1,2,2250.0,1850.0,200.0,3.0,500.0,0.045,0,0,1,0,0,0,1,0,0,0,0,1,False,0.00505259625
1,10,2.198679927,1250.0,3,1,3100.0,3750.0,300.0,5.0,1100.0,0.02,0,0,0,1,0,1,0,0,0,1,0,0,False,0.017979868775
10,8,1.478249998,3050.0,1,4,1250.0,2950.0,300.0,2.0,500.0,0.025,0,0,0,1,0,0,0,1,0,0,0,1,False,0.0025923774
6,7,4.569905948,3050.0,3,2,3550.0,1300.0,300.0,3.0,500.0,0.03,0,0,1,0,0,0,1,0,0,0,0,1,False,0.004850923025
3,11,3.026354668,2400.0,2,6,3400.0,2600.0,200.0,4.0,700.0,0.035,0,0,0,1,0,1,0,0,0,1,0,0,False,0.0171302564
3,1,2.713389052,2800.0,4,1,2950.0,2550.0,100.0,2.0,200.0,0.05,0,0,0,1,0,1,0,0,0,0,0,1,True,0.000262640675
8,4,1.373258955,1250.0,5,2,3450.0,1300.0,400.0,2.0,700.0,0.005,0,0,0,1,0,0,0,1,0,0,1,0,False,0.0096854368125
11,10,1.423920511,2050.0,1,2,2550.0,1600.0,200.0,3.0,500.0,0.04,0,0,0,1,0,0,1,0,1,0,0,0,False,0.00438320085
2,4,1.397265038,2250.0,3,4,2050.0,1800.0,300.0,3.0,600.0,0.02,0,0,1,0,1,0,0,0,1,0,0,0,True,0.000714190675
0,2,4.193491761,3000.0,2,5,2150.0,2350.0,100.0,2.0,200.0,0.035,0,0,1,0,0,0,0,1,0,1,0,0,True,4.34112e-05
1,4,0.860997645,2600.0,2,2,1650.0,3650.0,200.0,2.0,300.0,0.005,0,0,1,0,0,0,1,0,0,0,1,0,True,3.838583500000001e-06
13,7,3.021097037,2450.0,2,2,3150.0,1400.0,300.0,3.0,800.0,0.03,0,0,0,1,1,0,0,0,0,0,1,0,False,0.0172282422
10,8,4.261412038,2400.0,2,2,1450.0,3700.0,400.0,3.0,800.0,0.02,0,0,0,1,1,0,0,0,1,0,0,0,False,0.02092214795
7,0,5.27604267,2800.0,4,2,3700.0,3100.0,300.0,4.0,700.0,0.01,0,0,0,1,0,0,1,0,1,0,0,0,False,0.0271744810999999
3,0,3.482008048,2850.0,3,3,2350.0,1550.0,100.0,3.0,300.0,0.03,0,0,1,0,1,0,0,0,0,0,1,0,True,0.0002173379
2,0,6.293881568,1300.0,2,2,1750.0,3650.0,300.0,4.0,700.0,0.035,0,0,0,1,0,1,0,0,1,0,0,0,False,0.041782164
5,3,3.447916295,2050.0,3,1,2550.0,1550.0,200.0,3.0,400.0,0.01,0,0,1,0,0,1,0,0,1,0,0,0,True,0.0009453717
10,13,0.867509579,3450.0,4,6,3050.0,2800.0,200.0,2.0,400.0,0.015,0,0,1,0,0,0,1,0,0,0,0,1,True,2.9434e-05
12,0,4.413119935,2550.0,3,1,3400.0,3750.0,300.0,5.0,900.0,0.03,0,0,1,0,0,0,1,0,0,0,0,1,False,0.01644326125
5,13,0.710559734,1550.0,3,4,1300.0,3650.0,300.0,3.0,600.0,0.005,0,0,0,1,0,1,0,0,1,0,0,0,False,0.0043055933375
5,13,3.397744879,1500.0,3,4,2250.0,2400.0,300.0,3.0,600.0,0.005,0,0,1,0,0,0,0,1,0,0,0,1,False,0.005743251
1,4,1.063365407,1700.0,1,4,1650.0,2100.0,300.0,3.0,600.0,0.01,0,0,0,1,1,0,0,0,0,1,0,0,False,0.003793226125
8,3,2.273364336,2300.0,2,3,3550.0,1500.0,300.0,3.0,700.0,0.05,0,0,1,0,0,0,1,0,1,0,0,0,False,0.006965303375
12,0,6.337473039,2000.0,1,7,2800.0,1800.0,200.0,4.0,700.0,0.03,0,0,1,0,1,0,0,0,0,0,1,0,False,0.02091696035
12,5,8.42283997,2950.0,2,3,3600.0,2450.0,400.0,4.0,1000.0,0.045,0,0,1,0,0,0,0,1,0,0,1,0,False,0.0862307095
6,5,2.88929803,3300.0,1,3,1950.0,3250.0,300.0,4.0,800.0,0.01,0,0,0,1,0,0,1,0,0,0,1,0,False,0.016563534
1,8,2.428031375,2500.0,1,2,3600.0,3200.0,300.0,3.0,700.0,0.035,0,0,0,1,0,0,1,0,0,1,0,0,False,0.0135808232
9,13,2.150337703,1850.0,2,2,3750.0,2050.0,200.0,2.0,400.0,0.02,0,0,0,1,0,1,0,0,1,0,0,0,False,0.0017995307
5,6,1.604150072,2150.0,3,1,3750.0,3100.0,200.0,2.0,300.0,0.02,0,0,0,1,1,0,0,0,0,1,0,0,True,0.0003017531
11,3,3.966118602,2650.0,4,2,2800.0,2250.0,200.0,4.0,700.0,0.02,0,0,0,1,0,0,1,0,0,0,0,1,False,0.016121527675
12,10,1.647177249,3550.0,4,6,2400.0,3000.0,200.0,2.0,400.0,0.04,0,0,1,0,0,0,0,1,0,1,0,0,True,0.000197658825
12,5,4.091475961,1600.0,2,6,3500.0,2450.0,300.0,4.0,900.0,0.01,0,0,0,1,0,0,0,1,0,1,0,0,False,0.0271744810999999
12,2,3.906116239,3050.0,3,6,3600.0,3350.0,300.0,3.0,700.0,0.015,0,0,1,0,1,0,0,0,0,1,0,0,False,0.0062096315
7,5,0.528612732,3350.0,9,4,1450.0,3400.0,300.0,2.0,400.0,0.025,0,0,1,0,1,0,0,0,0,0,1,0,True,1.99431e-05
11,1,3.047505082,3750.0,2,1,3150.0,2600.0,200.0,5.0,700.0,0.05,0,0,0,1,1,0,0,0,0,1,0,0,False,0.0312756024499999
3,9,6.466632266,3350.0,7,1,1450.0,3350.0,400.0,3.0,900.0,0.045,0,0,0,1,0,0,0,1,0,0,0,1,False,0.0871599059499999
9,11,1.897724714,3700.0,2,2,1900.0,2250.0,200.0,2.0,300.0,0.025,0,0,1,0,0,0,0,1,0,0,1,0,True,1.925799e-05
9,2,1.952383268,2850.0,3,5,1350.0,1350.0,200.0,3.0,500.0,0.045,0,0,0,1,0,1,0,0,1,0,0,0,False,0.0076814192
2,7,3.531661101,1650.0,2,1,2450.0,2550.0,300.0,3.0,700.0,0.01,0,0,0,1,0,0,0,1,0,1,0,0,False,0.01661850385
13,0,2.613810854,2450.0,2,6,3300.0,1750.0,300.0,4.0,700.0,0.045,0,0,1,0,1,0,0,0,1,0,0,0,False,0.00781921205
8,13,2.623394938,2150.0,7,4,3300.0,1600.0,300.0,2.0,500.0,0.04,0,0,0,1,0,0,1,0,0,1,0,0,False,0.00915353145
6,13,0.981694791,1650.0,3,3,2400.0,2200.0,400.0,3.0,900.0,0.03,0,0,0,1,0,0,1,0,0,0,1,0,False,0.009891404575
6,1,1.940256624,3600.0,5,3,1800.0,1800.0,300.0,3.0,600.0,0.045,0,0,1,0,0,0,0,1,1,0,0,0,False,0.00277477005
4,12,1.683232533,3550.0,3,3,1900.0,2950.0,300.0,3.0,800.0,0.035,0,0,0,1,0,0,0,1,0,0,0,1,False,0.0129756204
12,8,1.75542453,3500.0,2,2,1400.0,2550.0,300.0,2.0,500.0,0.015,0,0,1,0,0,0,0,1,0,0,0,1,True,0.00038786725
11,0,2.065851228,2050.0,3,2,2050.0,2650.0,200.0,5.0,800.0,0.035,0,0,0,1,0,1,0,0,0,0,1,0,False,0.01512718
12,0,4.186046107,1500.0,2,1,2750.0,2800.0,200.0,4.0,700.0,0.005,0,0,0,1,0,1,0,0,1,0,0,0,False,0.0288720384125
6,2,3.806499474,2750.0,3,2,2750.0,2800.0,200.0,3.0,400.0,0.03,0,0,0,1,0,0,1,0,0,0,0,1,False,0.00601072355
13,3,2.233541064,1300.0,1,9,2900.0,2450.0,300.0,3.0,600.0,0.045,0,0,0,1,1,0,0,0,0,1,0,0,False,0.01452410115
12,1,7.483078372,3650.0,1,4,1700.0,3200.0,200.0,4.0,600.0,0.01,0,0,0,1,0,1,0,0,1,0,0,0,False,0.037132755075
8,13,2.164050755,1650.0,3,1,3600.0,1700.0,300.0,2.0,600.0,0.03,0,0,1,0,0,1,0,0,1,0,0,0,False,0.00166653305
4,8,1.114632925,2750.0,7,6,1500.0,1300.0,400.0,2.0,700.0,0.045,0,0,0,1,0,0,0,1,0,0,0,1,False,0.01195780625
6,8,1.239286535,3300.0,6,2,3500.0,2050.0,300.0,2.0,500.0,0.025,0,0,1,0,0,0,1,0,0,1,0,0,True,0.0002590635
0,2,2.400040723,1850.0,3,4,1250.0,2200.0,300.0,4.0,700.0,0.035,0,0,1,0,1,0,0,0,0,1,0,0,False,0.0041677744
6,7,3.19007301,3000.0,5,2,2850.0,2150.0,300.0,3.0,500.0,0.005,0,0,1,0,0,0,1,0,1,0,0,0,False,0.002695865325
2,11,2.419664404,2950.0,1,4,3400.0,2250.0,200.0,4.0,600.0,0.01,0,0,0,1,0,0,1,0,1,0,0,0,False,0.0079604915
5,1,4.627017061,3050.0,3,2,2300.0,2500.0,200.0,3.0,400.0,0.015,0,0,1,0,0,0,0,1,1,0,0,0,False,0.00192919275
1,3,0.59966978,3500.0,1,6,1450.0,2950.0,100.0,2.0,200.0,0.045,0,0,0,1,0,0,1,0,0,1,0,0,True,6.2882755e-06
